art_grp_se,archv_artst_nm,nm,vrit_mark_cn,realm_cl,act_relm_cn,birth_year,rsrch_man_nm,url
FARTST,미술작가,이숙자,李淑子,회화,,1942,,https://www.daarts.or.kr/handle/11080/5860
FARTST,미술작가,이승택,Lee seung teak,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19524
FARTST,미술작가,이승하,Lee seung ha,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19525
FARTST,미술작가,이신자,Lee shin ja,미술작가,,1931,,https://www.daarts.or.kr/handle/11080/19526
FARTST,미술작가,이양원,Lee yang won,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19527
FARTST,미술작가,이열모,Lee yul mo,미술작가,,1933,,https://www.daarts.or.kr/handle/11080/19528
FARTST,미술작가,이영배,Lee young bae,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19529
FARTST,미술작가,이영수,Lee young su,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19530
FARTST,미술작가,이영학,Lee young hak,미술작가,,1948,,https://www.daarts.or.kr/handle/11080/19531
FARTST,미술작가,이왈종,Lee wal jong,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19532
FARTST,미술작가,이용백,Lee yong baek,미술작가,,1966,,https://www.daarts.or.kr/handle/11080/19533
FARTST,미술작가,이우환,Lee u fan,미술작가,,1936,,https://www.daarts.or.kr/handle/11080/19534
FARTST,미술작가,이원좌,Lee won jwa,미술작가,,1939,,https://www.daarts.or.kr/handle/11080/19535
FARTST,미술작가,이유태,Lee yu tae,미술작가,,1916,,https://www.daarts.or.kr/handle/11080/19536
FARTST,미술작가,이윰,Ium,미술작가,,1971,,https://www.daarts.or.kr/handle/11080/19537
FARTST,미술작가,이인실,李仁實,회화,,1934,,https://www.daarts.or.kr/handle/11080/5907
FARTST,미술작가,이인현,Lee in hyeon,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19538
FARTST,미술작가,이일호,Lee il ho,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19539
FARTST,미술작가,이재삼,Lee jae sam,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19540
FARTST,미술작가,이재영,,회화,,,,
FARTST,미술작가,이재윤,,회화,,,,
FARTST,미술작가,이재효,Lee jae hyo,미술작가,,1965,,https://www.daarts.or.kr/handle/11080/19541
FARTST,미술작가,이정신,Lee chung shin,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19542
FARTST,미술작가,이정열,Lee jeong yeol,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19543
FARTST,미술작가,이정지,Lee chung ji,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19544
FARTST,미술작가,이정진,Lee jung jin,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19545
FARTST,미술작가,이종각,Lee jong gak,미술작가,,1937,,https://www.daarts.or.kr/handle/11080/19546
FARTST,미술작가,이종구,Lee jong gu,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19547
FARTST,미술작가,이종목,Lee jong mok,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19548
FARTST,미술작가,이종무,Lee jong mu,미술작가,,1916,,https://www.daarts.or.kr/handle/11080/19549
FARTST,미술작가,이종빈,Lee jong bin,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19550
FARTST,미술작가,이종상,李鐘祥,회화,,1938,,https://www.daarts.or.kr/handle/11080/5892
FARTST,미술작가,이준,"Lee, Joon",미술작가,,1919,,https://www.daarts.or.kr/handle/11080/19551
FARTST,미술작가,이준목,Lee jun mok,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19552
FARTST,미술작가,이철량,Lee cheol ryang,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19553
FARTST,미술작가,이철주,Lee cheol joo,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19554
FARTST,미술작가,이형우,Lee hyung woo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19555
FARTST,미술작가,이호철,Lee ho chul,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19556
FARTST,미술작가,이흥덕,Lee heung duk,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19557
FARTST,미술작가,이희중,Lee hee jung,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19558
FARTST,미술작가,임동락,Lim dong lak,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19559
FARTST,미술작가,임무근,Lim moo keun,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19560
FARTST,미술작가,임송자,Rim song ja,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19561
FARTST,미술작가,임송희,林頌羲,회화,,1938,,https://www.daarts.or.kr/handle/11080/5874
FARTST,미술작가,임영균,Lim young kyun,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19562
FARTST,미술작가,임영길,Yim young kil,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19563
FARTST,미술작가,임옥상,Lim ok sang,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19564
FARTST,미술작가,임응식,Limb eung sik,미술작가,,1912,,https://www.daarts.or.kr/handle/11080/19565
FARTST,미술작가,임충섭,Lim choong sup,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19566
FARTST,미술작가,임홍순,Lim hong sun,미술작가,,1925,,https://www.daarts.or.kr/handle/11080/19567
FARTST,미술작가,임효,Rim hyo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19568
FARTST,미술작가,장두건,張斗建,서양화,,1918,,https://www.daarts.or.kr/handle/11080/5830
FARTST,미술작가,장리석,張利錫,서양화,,1916,,https://www.daarts.or.kr/handle/11080/5966
FARTST,미술작가,장상의,張相宜,회화,,1940,,https://www.daarts.or.kr/handle/11080/5850
FARTST,미술작가,장선영,Chang sun young,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19569
FARTST,미술작가,장수홍,Jahng soo hong,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19570
FARTST,미술작가,장순업,Chang soon up,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19571
FARTST,미술작가,장식,Chang sik,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19572
FARTST,미술작가,장우성,Chang woo sung,미술작가,,1912,,https://www.daarts.or.kr/handle/11080/19573
FARTST,미술작가,장욱희,Jang wookie,미술작가,,1973,,https://www.daarts.or.kr/handle/11080/19574
FARTST,미술작가,장진,Jang jin,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19575
FARTST,미술작가,장화진,Chang hwa jin,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19576
FARTST,미술작가,전광영,Chun kwang young,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19577
FARTST,미술작가,전뢰진,Joen roi jin,미술작가,,1929,,https://www.daarts.or.kr/handle/11080/19578
FARTST,미술작가,전상수,田相秀,수채화,,,,
FARTST,미술작가,전성우,Chun sung woo,미술작가,,1934,,https://www.daarts.or.kr/handle/11080/19579
FARTST,미술작가,전수천,Jheon soo cheon,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19580
FARTST,미술작가,전영화,全榮華,동양화,,,,
FARTST,미술작가,전재은,Jeon jae eun,미술작가,,1972,,https://www.daarts.or.kr/handle/11080/19581
FARTST,미술작가,전준,Chon joon,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19582
FARTST,미술작가,전준엽,Chun jun yeup,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19583
FARTST,미술작가,전항섭,Jeon hang sub,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19584
FARTST,미술작가,전혁림,全爀林,서양화,,1916,,https://www.daarts.or.kr/handle/11080/6113
FARTST,미술작가,정경연,Chung kyung yeun,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19585
FARTST,미술작가,정관모,Chung kwan mo,미술작가,,1937,,https://www.daarts.or.kr/handle/11080/19586
FARTST,미술작가,정광호,Cheong kwang ho,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19587
FARTST,미술작가,정국택,Chung kuk taek,미술작가,,1971,,https://www.daarts.or.kr/handle/11080/19588
FARTST,미술작가,정명희,Jeong myeong hee,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19589
FARTST,미술작가,정문규,Chung mun kyu,미술작가,,1934,,https://www.daarts.or.kr/handle/11080/19590
FARTST,미술작가,정미조,Jeong mi jo,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19591
FARTST,미술작가,정보원,Chung bo won,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19592
FARTST,미술작가,정복수,Jung bok soo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19593
FARTST,미술작가,정상화,Chung sang hwa,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19594
FARTST,미술작가,정서영,Chung seo young,미술작가,,1964,,https://www.daarts.or.kr/handle/11080/19595
FARTST,미술작가,정일,Chung il,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19597
FARTST,미술작가,정재철,Joung jae choul,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19598
FARTST,미술작가,정점식,鄭點植,서양화,,1917,,https://www.daarts.or.kr/handle/11080/6059
FARTST,미술작가,정정희,Chung chung hee,미술작가,,1930,,https://www.daarts.or.kr/handle/11080/19599
FARTST,미술작가,정종미,Jeong jong mee,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19600
FARTST,미술작가,정종해,Chung chu ha,미술작가,,1948,,https://www.daarts.or.kr/handle/11080/19601
FARTST,미술작가,정주하,Chung chang sup,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19602
FARTST,미술작가,정창섭,Jung tak young,미술작가,,1927,,https://www.daarts.or.kr/handle/11080/19603
FARTST,미술작가,정탁영,鄭晫永,회화,,1937,,https://www.daarts.or.kr/handle/11080/5854
FARTST,미술작가,정하경,Chung ha kyung,미술작가,,1943,,https://www.daarts.or.kr/handle/11080/19604
FARTST,미술작가,정현,Chung hyun,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19605
FARTST,미술작가,정현도,Jeong hyun do,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19606
FARTST,미술작가,제여란,Je yeo ran,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19607
FARTST,미술작가,조경아,Cho kyung a,미술작가,,1971,,https://www.daarts.or.kr/handle/11080/19608
FARTST,미술작가,조기주,Cho khee joo,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19609
FARTST,미술작가,조남붕,Cho nam boong,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19610
FARTST,미술작가,조덕현,Cho duck hyun,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19611
FARTST,미술작가,조문자,Cho moon ja,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19612
FARTST,미술작가,조병완,,회화,,,,
FARTST,미술작가,조성묵,Cho sung mook,미술작가,,1939,,https://www.daarts.or.kr/handle/11080/19613
FARTST,미술작가,조수호,趙守鎬,서예,,,,
FARTST,미술작가,조순호,Cho soon ho,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19614
FARTST,미술작가,조용익,Cho yong ik,미술작가,,,,
FARTST,미술작가,조재익,Cho jae ik,미술작가,,1963,,https://www.daarts.or.kr/handle/11080/19616
FARTST,미술작가,조정현,Cho chung hyun,미술작가,,1940,,https://www.daarts.or.kr/handle/11080/19617
FARTST,미술작가,조평휘,趙平彙,동양화,,1932,,https://www.daarts.or.kr/handle/11080/5888
FARTST,미술작가,주민숙,Joo min suk,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19618
FARTST,미술작가,주태석,Ju tae seok,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19619
FARTST,미술작가,지석철,Ji seok cheol,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19620
FARTST,미술작가,진송자,Jin song ja,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19621
FARTST,미술작가,진영선,Jin young sun,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19622
FARTST,미술작가,진옥선,Jin ok sun,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19623
FARTST,미술작가,차계남,Cha kea nam,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19624
FARTST,미술작가,차명희,Cha myung hi,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19625
FARTST,미술작가,차순실,Cha soon shil,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19626
FARTST,미술작가,차영규,Cha young kyu,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19627
FARTST,미술작가,차우희,Chao u hi,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19628
FARTST,미술작가,채미현,Chae mi hyun,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19629
FARTST,미술작가,천경자,Chun kyung ja,미술작가,,1924,,https://www.daarts.or.kr/handle/11080/19630
FARTST,미술작가,최경한,Choi kyung han,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19631
FARTST,미술작가,최광호,Choi kwang ho,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19632
FARTST,미술작가,최기원,Choi ki won,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19633
FARTST,미술작가,최만린,Choi man lin,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19634
FARTST,미술작가,최민식,Choi min sick,미술작가,,1928,,https://www.daarts.or.kr/handle/11080/19635
FARTST,미술작가,최병상,Choi byeong sang,미술작가,,1937,,https://www.daarts.or.kr/handle/11080/19636
FARTST,미술작가,최병훈,Choi byung hoon,미술작가,,1952,,https://www.daarts.or.kr/handle/11080/19637
FARTST,미술작가,최승천,Choi seung cheon,미술작가,,1934,,https://www.daarts.or.kr/handle/11080/19638
FARTST,미술작가,최쌍중,Choi ssang joong,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19639
FARTST,미술작가,최영훈,Choe young hoon,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19640
FARTST,미술작가,최우람,Choe u ram,미술작가,,1970,,https://www.daarts.or.kr/handle/11080/19641
FARTST,미술작가,최인선,Choi in sun,미술작가,,1964,,https://www.daarts.or.kr/handle/11080/19642
FARTST,미술작가,최재종,崔在宗,회화,,,,
FARTST,미술작가,최정화,Choi jung hwa,미술작가,,1961,,https://www.daarts.or.kr/handle/11080/19643
FARTST,미술작가,최종태,Choi jong tae,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19644
FARTST,미술작가,최진욱,"Choi, Gene-Uk",미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19645
FARTST,미술작가,하동철,Ha dong chul,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19646
FARTST,미술작가,하수경,Ha soo kyung,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19647
FARTST,미술작가,하정민,Ha jeong min,미술작가,,1964,,https://www.daarts.or.kr/handle/11080/19648
FARTST,미술작가,하종현,Ha chong hyun,미술작가,,1935,,https://www.daarts.or.kr/handle/11080/19649
FARTST,미술작가,하태진,河泰瑨,회화,,1945,,https://www.daarts.or.kr/handle/11080/5923
FARTST,미술작가,한기주,Han ki joo,미술작가,,1966,,https://www.daarts.or.kr/handle/11080/19650
FARTST,미술작가,한기창,Han ki chang,미술작가,,1966,,https://www.daarts.or.kr/handle/11080/19651
FARTST,미술작가,한길홍,Han gil hong,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19652
FARTST,미술작가,한애규,Hahn ai kyu,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19654
FARTST,미술작가,한연주,한연주,한국화,,,,
FARTST,미술작가,한영섭,Han young sup,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19655
FARTST,미술작가,한운성,Han un sung,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19656
FARTST,미술작가,한진만,Han jin man,미술작가,,1948,,https://www.daarts.or.kr/handle/11080/19657
FARTST,미술작가,한진섭,Han jin sub,미술작가,,1956,,https://www.daarts.or.kr/handle/11080/19658
FARTST,미술작가,한풍렬,Han poong ryul,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19659
FARTST,미술작가,함섭,Ham sup,미술작가,,1942,,https://www.daarts.or.kr/handle/11080/19660
FARTST,미술작가,함진,Ham jin,미술작가,,1978,,https://www.daarts.or.kr/handle/11080/19661
FARTST,미술작가,허계,Heo gye,미술작가,,1944,,https://www.daarts.or.kr/handle/11080/19662
FARTST,미술작가,허진,Hur jin,미술작가,,1962,,https://www.daarts.or.kr/handle/11080/19663
FARTST,미술작가,허황,Hur hwang,미술작가,,1946,,https://www.daarts.or.kr/handle/11080/19664
FARTST,미술작가,형진식,Hyung jin sik,미술작가,,1950,,https://www.daarts.or.kr/handle/11080/19665
FARTST,미술작가,홍미선,Hong mi sun,미술작가,,1960,,https://www.daarts.or.kr/handle/11080/19666
FARTST,미술작가,홍석창,洪石蒼,회화,,1941,,https://www.daarts.or.kr/handle/11080/5856
FARTST,미술작가,홍성담,Hong sung dam,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19667
FARTST,미술작가,홍성도,Hong sung do,미술작가,,1953,,https://www.daarts.or.kr/handle/11080/19668
FARTST,미술작가,홍수자,Hong su ja,미술작가,,1965,,https://www.daarts.or.kr/handle/11080/19670
FARTST,미술작가,홍순모,Hong soon mo,미술작가,,1949,,https://www.daarts.or.kr/handle/11080/19671
FARTST,미술작가,홍순주,Hong soon joo,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19672
FARTST,미술작가,홍순태,Hong soon tai,미술작가,,1934,,https://www.daarts.or.kr/handle/11080/19673
FARTST,미술작가,홍승남,"Hong, Seung-Nam",미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19674
FARTST,미술작가,홍승혜,Hong seung hye,미술작가,,1959,,https://www.daarts.or.kr/handle/11080/19675
FARTST,미술작가,홍정희,Hong jung hee,미술작가,,1945,,https://www.daarts.or.kr/handle/11080/19676
FARTST,미술작가,홍종명,Hong chong myung,미술작가,,1922,,https://www.daarts.or.kr/handle/11080/19677
FARTST,미술작가,홍현숙,Hong hyun sook,미술작가,,1958,,https://www.daarts.or.kr/handle/11080/19678
FARTST,미술작가,황규백,Hwang kyu baik,미술작가,,1932,,https://www.daarts.or.kr/handle/11080/19679
FARTST,미술작가,황영성,Hwang young sung,미술작가,,1941,,https://www.daarts.or.kr/handle/11080/19680
FARTST,미술작가,황용엽,Hwang yong yop,미술작가,,1931,,https://www.daarts.or.kr/handle/11080/19681
FARTST,미술작가,황용진,Hwang yong jin,미술작가,,1955,,https://www.daarts.or.kr/handle/11080/19682
FARTST,미술작가,황유엽,Hwang you yop,미술작가,,1916,,https://www.daarts.or.kr/handle/11080/19683
FARTST,미술작가,황인기,Whang in kie,미술작가,,1951,,https://www.daarts.or.kr/handle/11080/19684
FARTST,미술작가,황종례,黃鍾禮,도자공예,,1927,,https://www.daarts.or.kr/handle/11080/5960
FARTST,미술작가,황주리,Hwang ju lie,미술작가,,1957,,https://www.daarts.or.kr/handle/11080/19685
FARTST,미술작가,황창배,Hwang chang bae,미술작가,,1947,,https://www.daarts.or.kr/handle/11080/19686
FARTST,미술작가,황현수,Hwang hyun soo,미술작가,,1954,,https://www.daarts.or.kr/handle/11080/19687
DIC,구술채록,강석희,姜碩熙,공연예술,음악,1934,서정은,https://www.daarts.or.kr/handle/11080/73232
DIC,구술채록,강선영,姜善泳,공연예술,무용,1925,손선숙,https://www.daarts.or.kr/handle/11080/33879
DIC,구술채록,강영걸,康英傑,공연예술,연극,1943,김수미,https://www.daarts.or.kr/handle/11080/88379
DIC,구술채록,강혜숙,姜惠淑,공연예술,무용,1947,양민아,https://www.daarts.or.kr/handle/11080/73730
DIC,구술채록,고성원,高成源,대중예술,대중예술,1937,고선희,https://www.daarts.or.kr/handle/11080/73244
DIC,구술채록,고향미,"高響美, 본명 이명숙(李明淑)",공연예술,연극,1922,이화진,https://www.daarts.or.kr/handle/11080/16053
DIC,구술채록,구두회,具斗會,공연예술,음악,1921,허지연,https://www.daarts.or.kr/handle/11080/107339
DIC,구술채록,구인환,丘仁煥,문학,문학,1929,김성수,https://www.daarts.or.kr/handle/11080/16058
DIC,구술채록,구히서,具熙書,공연예술,연극,1939,김수미,https://www.daarts.or.kr/handle/11080/60740
DIC,구술채록,국수호,鞠守鎬,공연예술,무용,1948,손선숙,https://www.daarts.or.kr/handle/11080/29628
DIC,구술채록,권명화,權明花,공연예술,무용,1934,손선숙,https://www.daarts.or.kr/handle/11080/16063
DIC,구술채록,권성덕,權成德,공연예술,연극,1940,서지영,https://www.daarts.or.kr/handle/11080/29136
DIC,구술채록,권영우,Kwon young woo,시각예술,회화,1926,박계리,https://www.daarts.or.kr/handle/11080/73191
DIC,구술채록,권오창,權五昌,시각예술,회화,1948,권행가,https://www.daarts.or.kr/handle/11080/16064
DIC,구술채록,권옥연, 權玉淵,시각예술,회화,1923,이인범,https://www.daarts.or.kr/handle/11080/16068
DIC,구술채록,그레타 리,본명 이용주(李容周),공연예술,연극,1944,노한나,https://www.daarts.or.kr/handle/11080/25019
DIC,구술채록,금동원,琴東媛,시각예술,회화,1927,권행가,https://www.daarts.or.kr/handle/11080/16071
DIC,구술채록,김경란,金京蘭,공연예술,무용,1956,최해리,https://www.daarts.or.kr/handle/11080/73742
DIC,구술채록,김광림,金光林,문학,문학,1929,이봉범,https://www.daarts.or.kr/handle/11080/16079
DIC,구술채록,김규동,金奎東,문학,문학,1925,김성수,https://www.daarts.or.kr/handle/11080/16089
DIC,구술채록,김기율,金基律,시각예술,시각기타,1922,손상익,https://www.daarts.or.kr/handle/11080/16099
DIC,구술채록,김남조,金南祚,문학,문학,1927,장미영,https://www.daarts.or.kr/handle/11080/16109
DIC,구술채록,김녹촌,金鹿村,문학,문학,1927,김성수,https://www.daarts.or.kr/handle/11080/16114
DIC,구술채록,김덕명,金德明,공연예술,무용,1924,김채원,https://www.daarts.or.kr/handle/11080/16119
DIC,구술채록,김동원,金東園,공연예술,연극,1916,김성희,https://www.daarts.or.kr/handle/11080/16124
DIC,구술채록,김동진,金東振,공연예술,음악,1913,전정임,https://www.daarts.or.kr/handle/11080/16134
DIC,구술채록,김문숙,金文淑,공연예술,무용,1928,장광열,https://www.daarts.or.kr/handle/11080/16143
DIC,구술채록,김문환,金文煥,공연예술,연극,1944,전예완,https://www.daarts.or.kr/handle/11080/106956
DIC,구술채록,김석출,金石出,공연예술,전통연희,1922,장장식,https://www.daarts.or.kr/handle/11080/16156
DIC,구술채록,김성일,金聖一,공연예술,무용,1935,손선숙,https://www.daarts.or.kr/handle/11080/16166
DIC,구술채록,김수악,金壽岳,공연예술,무용,1925,이숙희,https://www.daarts.or.kr/handle/11080/16167
DIC,구술채록,김순제,金順濟,공연예술,음악,1922,이진원,https://www.daarts.or.kr/handle/11080/16177
DIC,구술채록,김시철,"金時哲, 호 하서(河書)",문학,문학,1930,이봉범,https://www.daarts.or.kr/handle/11080/16188
DIC,구술채록,김영운,"金英雲, 본명 김영환(金英煥) ",공연예술,연극,1924,이승희,https://www.daarts.or.kr/handle/11080/24104
DIC,구술채록,김영희,金映希,공연예술,무용,1941,이정노,https://www.daarts.or.kr/handle/11080/24902
DIC,구술채록,김옥진,金玉振,공연예술,무용,1936,유시현,https://www.daarts.or.kr/handle/11080/33888
DIC,구술채록,김온경,金昷慶,공연예술,무용,1938,이희나,https://www.daarts.or.kr/handle/11080/24911
DIC,구술채록,김용이,金容伊,공연예술,연극,1939,안나용,https://www.daarts.or.kr/handle/11080/16193
DIC,구술채록,김우옥,金雨玉,공연예술,연극,1934,이인순,https://www.daarts.or.kr/handle/11080/16194
DIC,구술채록,김우옥,金雨玉,공연예술,연극,1934,김숙현,https://www.daarts.or.kr/handle/11080/60963
DIC,구술채록,김우종,金宇鐘,문학,문학,1929,김성수,https://www.daarts.or.kr/handle/11080/16200
DIC,구술채록,김원일,金源一,문학,문학,1942,홍정선,https://www.daarts.or.kr/handle/11080/107674
DIC,구술채록,김의경,金義卿,공연예술,연극,1936,문경연,https://www.daarts.or.kr/handle/11080/16214
DIC,구술채록,김정옥,金正鈺,공연예술,연극,1932,김성희,https://www.daarts.or.kr/handle/11080/16219
DIC,구술채록,김정욱,金貞郁,공연예술,무용,1926,유시현,https://www.daarts.or.kr/handle/11080/33890
DIC,구술채록,김종길,金宗吉,문학,문학,1926,이봉범,https://www.daarts.or.kr/handle/11080/16225
DIC,구술채록,김종하,金鐘夏,시각예술,회화,1918,김주원,https://www.daarts.or.kr/handle/11080/16230
DIC,구술채록,김진홍,金眞弘,공연예술,무용,1935,최찬열,https://www.daarts.or.kr/handle/11080/16235
DIC,구술채록,김차섭,金次燮,시각예술,회화,1940,김남시,https://www.daarts.or.kr/handle/11080/107734
DIC,구술채록,김창열,金昌烈,시각예술,회화,1929,권영진,https://www.daarts.or.kr/handle/11080/88497
DIC,구술채록,김채현,"金采賢, 본명 김종원",공연예술,무용,1954,장지원,https://www.daarts.or.kr/handle/11080/73734
DIC,구술채록,김천두,金千斗,시각예술,회화,1928,윤혜준,https://www.daarts.or.kr/handle/11080/16239
DIC,구술채록,김천흥,金千興,공연예술,무용,1909,김영희,https://www.daarts.or.kr/handle/11080/16242
DIC,구술채록,김학수,金學洙,시각예술,회화,1919,박계리,https://www.daarts.or.kr/handle/11080/16255
DIC,구술채록,김학자,金學子,공연예술,무용,1939,손선숙,https://www.daarts.or.kr/handle/11080/16264
DIC,구술채록,김형수,金亨洙,시각예술,회화,1929,왕신연,https://www.daarts.or.kr/handle/11080/16266
DIC,구술채록,김형주,金亨柱,공연예술,음악,1925,이성률,https://www.daarts.or.kr/handle/11080/24124
DIC,구술채록,김혜식,金惠植,공연예술,무용,1942,유시현,https://www.daarts.or.kr/handle/11080/33889
DIC,구술채록,김후란,"金后蘭, 본명 김형덕(金炯德)",문학,문학,1934,문혜원,https://www.daarts.or.kr/handle/11080/107442
DIC,구술채록,김흥수,金興洙,시각예술,회화,1919,문정희,https://www.daarts.or.kr/handle/11080/16269
DIC,구술채록,나인용,羅仁容,공연예술,음악,1936,이남재,https://www.daarts.or.kr/handle/11080/23390
DIC,구술채록,남정현,南廷賢,문학,문학,1933,구자황,https://www.daarts.or.kr/handle/11080/16279
DIC,구술채록,노경식,盧炅植,공연예술,연극,1938,문경연,https://www.daarts.or.kr/handle/11080/30180
DIC,구술채록,노라노,"Nora Noh, 본명 노명자(盧明子)",시각예술,디자인,1928,박신미,https://www.daarts.or.kr/handle/11080/26412
DIC,구술채록,메리조 프레슬리,Mary Jo Freshley,공연예술,무용,1934,유시현,https://www.daarts.or.kr/handle/11080/29836
DIC,구술채록,무세중,"巫世衆, 본명 김세중(金世中)",공연예술,연극,1937,김혜련,https://www.daarts.or.kr/handle/11080/24045
DIC,구술채록,문두훈,文斗訓,공연예술,음악,1932,유전식,https://www.daarts.or.kr/handle/11080/107373
DIC,구술채록,문은희,文銀姬,시각예술,회화,1931,신수경,https://www.daarts.or.kr/handle/11080/16294
DIC,구술채록,문장원,文章垣,공연예술,무용,1917,김영희,https://www.daarts.or.kr/handle/11080/16297
DIC,구술채록,문정숙,文正淑,공연예술,무용,1943,장지원,https://www.daarts.or.kr/handle/11080/16302
DIC,구술채록,민경갑,閔庚甲,시각예술,회화,1933,문정희,https://www.daarts.or.kr/handle/11080/16304
DIC,구술채록,민복진,閔福鎭,시각예술,조각,1927,김경연,https://www.daarts.or.kr/handle/11080/23401
DIC,구술채록,박돈,"(朴敦), 본명 박창돈(朴昌敦)",시각예술,회화,1928,윤혜준,https://www.daarts.or.kr/handle/11080/24152
DIC,구술채록,박동욱,朴東旭,공연예술,음악,1935,백영은,https://www.daarts.or.kr/handle/11080/136741
